ID,p,alpha_rho,beta_rho,seed,num_trees,iter,thin,warmup,sigma2_beta,sigma2_beta_update_freq,beta_acc_prob,n_min,alpha_sigma,beta_sigma,moves,move_probs
425,10,0.95,2,7,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
426,10,0.95,2,7,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
427,10,0.95,2,7,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
428,10,0.95,2,7,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
429,10,0.95,2,8,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
430,10,0.95,2,8,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
431,10,0.95,2,8,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
432,10,0.95,2,8,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
433,10,0.95,2,9,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
434,10,0.95,2,9,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
435,10,0.95,2,9,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
436,10,0.95,2,9,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
437,10,0.95,2,10,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
438,10,0.95,2,10,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
439,10,0.95,2,10,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
440,10,0.95,2,10,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
441,10,0.95,2,11,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
442,10,0.95,2,11,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
443,10,0.95,2,11,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
444,10,0.95,2,11,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
445,10,0.95,2,12,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
446,10,0.95,2,12,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
447,10,0.95,2,12,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
448,10,0.95,2,12,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
449,10,0.95,2,13,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
450,10,0.95,2,13,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
451,10,0.95,2,13,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
452,10,0.95,2,13,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
453,10,0.95,2,14,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
454,10,0.95,2,14,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
455,10,0.95,2,14,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
456,10,0.95,2,14,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
457,10,0.95,2,15,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
458,10,0.95,2,15,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
459,10,0.95,2,15,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
460,10,0.95,2,15,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
461,10,0.95,2,16,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
462,10,0.95,2,16,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
463,10,0.95,2,16,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
464,10,0.95,2,16,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
465,10,0.95,2,17,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
466,10,0.95,2,17,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
467,10,0.95,2,17,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
468,10,0.95,2,17,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
469,10,0.95,2,18,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
470,10,0.95,2,18,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
471,10,0.95,2,18,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
472,10,0.95,2,18,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
473,10,0.95,2,19,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
474,10,0.95,2,19,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
475,10,0.95,2,19,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
476,10,0.95,2,19,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
477,10,0.95,2,20,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
478,10,0.95,2,20,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
479,10,0.95,2,20,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
480,10,0.95,2,20,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
481,10,0.95,2,21,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
482,10,0.95,2,21,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
483,10,0.95,2,21,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
484,10,0.95,2,21,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
485,10,0.95,2,22,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
486,10,0.95,2,22,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
487,10,0.95,2,22,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
488,10,0.95,2,22,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
489,10,0.95,2,23,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
490,10,0.95,2,23,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
491,10,0.95,2,23,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
492,10,0.95,2,23,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
493,10,0.95,2,24,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
494,10,0.95,2,24,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
495,10,0.95,2,24,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
496,10,0.95,2,24,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
497,10,0.95,2,25,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
498,10,0.95,2,25,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
499,10,0.95,2,25,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
500,10,0.95,2,25,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
501,10,0.95,2,26,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
502,10,0.95,2,26,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
503,10,0.95,2,26,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
504,10,0.95,2,26,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
505,10,0.95,2,27,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
506,10,0.95,2,27,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
507,10,0.95,2,27,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
508,10,0.95,2,27,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
509,10,0.95,2,28,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
510,10,0.95,2,28,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
511,10,0.95,2,28,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
512,10,0.95,2,28,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
513,10,0.95,2,29,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
514,10,0.95,2,29,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
515,10,0.95,2,29,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
516,10,0.95,2,29,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
517,10,0.95,2,30,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
518,10,0.95,2,30,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
519,10,0.95,2,30,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
520,10,0.95,2,30,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
521,10,0.95,2,31,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
522,10,0.95,2,31,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
523,10,0.95,2,31,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
524,10,0.95,2,31,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
525,10,0.95,2,32,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
526,10,0.95,2,32,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
527,10,0.95,2,32,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
528,10,0.95,2,32,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
529,10,0.95,2,33,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
530,10,0.95,2,33,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
531,10,0.95,2,33,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
532,10,0.95,2,33,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
533,10,0.95,2,34,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
534,10,0.95,2,34,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
535,10,0.95,2,34,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
536,10,0.95,2,34,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
537,10,0.95,2,35,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
538,10,0.95,2,35,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
539,10,0.95,2,35,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
540,10,0.95,2,35,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
541,10,0.95,2,36,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
542,10,0.95,2,36,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
543,10,0.95,2,36,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
544,10,0.95,2,36,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
545,10,0.95,2,37,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
546,10,0.95,2,37,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
547,10,0.95,2,37,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
548,10,0.95,2,37,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
549,10,0.95,2,38,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
550,10,0.95,2,38,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
551,10,0.95,2,38,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
552,10,0.95,2,38,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
553,10,0.95,2,39,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
554,10,0.95,2,39,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
555,10,0.95,2,39,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
556,10,0.95,2,39,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
557,10,0.95,2,40,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
558,10,0.95,2,40,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
559,10,0.95,2,40,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
560,10,0.95,2,40,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
561,10,0.95,2,41,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
562,10,0.95,2,41,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
563,10,0.95,2,41,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
564,10,0.95,2,41,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
565,10,0.95,2,42,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
566,10,0.95,2,42,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
567,10,0.95,2,42,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
568,10,0.95,2,42,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
569,10,0.95,2,43,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
570,10,0.95,2,43,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
571,10,0.95,2,43,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
572,10,0.95,2,43,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
573,10,0.95,2,44,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
574,10,0.95,2,44,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
575,10,0.95,2,44,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
576,10,0.95,2,44,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
577,10,0.95,2,45,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
578,10,0.95,2,45,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
579,10,0.95,2,45,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
580,10,0.95,2,45,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
581,10,0.95,2,46,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
582,10,0.95,2,46,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
583,10,0.95,2,46,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
584,10,0.95,2,46,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
585,10,0.95,2,47,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
586,10,0.95,2,47,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
587,10,0.95,2,47,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
588,10,0.95,2,47,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
589,10,0.95,2,48,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
590,10,0.95,2,48,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
591,10,0.95,2,48,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
592,10,0.95,2,48,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
593,10,0.95,2,49,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
594,10,0.95,2,49,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
595,10,0.95,2,49,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
596,10,0.95,2,49,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
597,10,0.95,2,50,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
598,10,0.95,2,50,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
599,10,0.95,2,50,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
600,10,0.95,2,50,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
601,10,0.95,2,51,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
602,10,0.95,2,51,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
603,10,0.95,2,51,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
604,10,0.95,2,51,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
605,10,0.95,2,52,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
606,10,0.95,2,52,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
607,10,0.95,2,52,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
608,10,0.95,2,52,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
609,10,0.95,2,53,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
610,10,0.95,2,53,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
611,10,0.95,2,53,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
612,10,0.95,2,53,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
613,10,0.95,2,54,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
614,10,0.95,2,54,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
615,10,0.95,2,54,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
616,10,0.95,2,54,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
617,10,0.95,2,55,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
618,10,0.95,2,55,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
619,10,0.95,2,55,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
620,10,0.95,2,55,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
621,10,0.95,2,56,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
622,10,0.95,2,56,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
623,10,0.95,2,56,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
624,10,0.95,2,56,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
625,10,0.95,2,57,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
626,10,0.95,2,57,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
627,10,0.95,2,57,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
628,10,0.95,2,57,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
629,10,0.95,2,58,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
630,10,0.95,2,58,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
631,10,0.95,2,58,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
632,10,0.95,2,58,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
633,10,0.95,2,59,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
634,10,0.95,2,59,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
635,10,0.95,2,59,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
636,10,0.95,2,59,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
637,10,0.95,2,60,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
638,10,0.95,2,60,10,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
639,10,0.95,2,60,25,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
640,10,0.95,2,60,50,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
641,10,0.95,2,61,5,6000,5,3000,1,50,0.35,5,1,1,"c('grow','prune','change')","c(0.3,0.3,0.4)"
