model,seed,num_trees,p,alpha_rho,beta_rho,alpha_sigma,beta_sigma,n,est,bias,rpehe,coverage,width,waic,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20
CL-BART,81,10,10,0.3,3,1,1,4371,-0.24462818534677214,0.01923040078376573,0.2648437885920839,0.6074124914207275,0.4065785781670216,12061.2924144295,0.15974283480823728,0.13551814341346075,0.17658975453654246,0.20256843537009947,0.15340029931225752,0.06783372859940197,0.004441522357931027,0.007889305103507889,0.08793888583323568,0.0040770906653259595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,81,10,10,0.3,3,1,1,4371,-0.24462818534677214,0.01923040078376572,0.5494186829643519,0.06177076183939602,0.07243053452757642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,81,25,10,0.3,3,1,1,4371,-0.037820235266154155,0.2260383508643837,0.6022557336805997,0.37428506062685885,0.3452596633799964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,81,25,10,0.3,3,1,1,4371,-0.24851637385523284,0.015342212275305026,0.2463573201758503,0.7492564630519332,0.522498596713929,12038.00756591364,0.14525039753965882,0.14633454736877935,0.17293941380411382,0.1511551339119943,0.17489846520718477,0.0731407650808909,0.021758120784904675,0.06326152321945634,0.023151413775735714,0.028110219307281293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,81,25,10,0.3,3,1,1,4371,-0.24851637385523284,0.015342212275305012,0.549296335645414,0.060855639441775335,0.07259321069984209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,81,50,10,0.3,3,1,1,4371,-0.037820235266154155,0.2260383508643837,0.6022557336805997,0.37428506062685885,0.3452596633799964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,81,50,10,0.3,3,1,1,4371,-0.2506485939819817,0.013209992148556182,0.21617828831333835,0.9412033859528712,0.7755912907363022,12094.784530410316,0.14660397752478094,0.11271201840244804,0.1402248816897953,0.12666790072981954,0.1380857001307251,0.07357873298602491,0.08138426339900823,0.052705549014929395,0.05872473488634576,0.0693122412361228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,81,50,10,0.3,3,1,1,4371,-0.2506485939819817,0.01320999214855616,0.5492409168739559,0.05948295584534431,0.07019796703227155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,82,5,10,0.3,3,1,1,4318,-0.04025927659274991,0.24858790276983816,0.6570424378297883,0.3967114404817045,0.35643350017183745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,82,5,10,0.3,3,1,1,4318,-0.25143821282809936,0.0374089665344887,0.31047587912939384,0.5611394163964799,0.37781653032258655,11917.654457625971,0.1484618755427579,0.07944940516999341,0.29572387130843014,0.20298580667698315,0.16817450523332877,0.07563888929697753,0.003022283272283272,0.01591667564461682,0.004713172448466566,0.005913515406162465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,82,5,10,0.3,3,1,1,4318,-0.25143821282809936,0.0374089665344887,0.5997595535089418,0.0572024085224641,0.07598633829214313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,82,10,10,0.3,3,1,1,4318,-0.04025927659274991,0.24858790276983816,0.6570424378297883,0.3967114404817045,0.35643350017183745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,82,10,10,0.3,3,1,1,4318,-0.25364370315421414,0.0352034762083739,0.3007894103011916,0.6236683649837887,0.42239999533730754,11908.945861147826,0.21886638824138824,0.21919479594479596,0.21375489556739558,0.1790379181004181,0.10912271293521293,0.0024708069708069707,0.0030490828615828617,0.04823180985680986,0.0032584082584082583,0.003013181263181263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,82,10,10,0.3,3,1,1,4318,-0.2536437031542142,0.035203476208373864,0.5996260301097845,0.05488652153774896,0.075487779225443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,82,25,10,0.3,3,1,1,4318,-0.04025927659274991,0.24858790276983816,0.6570424378297883,0.3967114404817045,0.35643350017183745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,82,25,10,0.3,3,1,1,4318,-0.2571163351656739,0.031730844196914194,0.26824328336732967,0.8457619268179712,0.5734725471968197,11922.403016286646,0.14867902169493916,0.15551638905267745,0.226828628143511,0.16800621749468383,0.15200549084538142,0.014797905016206842,0.017861898468741852,0.036757408233731824,0.028001541281543158,0.05154549976858343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,82,25,10,0.3,3,1,1,4318,-0.2571163351656739,0.031730844196914174,0.5994321794177516,0.06044465030106531,0.08078443906020136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,82,50,10,0.3,3,1,1,4318,-0.04025927659274991,0.24858790276983816,0.6570424378297883,0.3967114404817045,0.35643350017183745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,82,50,10,0.3,3,1,1,4318,-0.2602035750024489,0.028643604360139144,0.24570363834456674,0.9309865678554886,0.7515862518855649,11943.966600273505,0.1087032324959868,0.15608223792457854,0.1553906413257373,0.14349395050348585,0.13746093376236682,0.0631293354589995,0.05410990495366652,0.05680020123209236,0.06588934089036537,0.05894022145272094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,82,50,10,0.3,3,1,1,4318,-0.2602035750024489,0.02864360436013916,0.5992766867806614,0.056276053728578045,0.07569849363351536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,83,5,10,0.3,3,1,1,4371,-0.04532486774220574,0.2199481643938316,0.6063107655216828,0.374513841226264,0.3399013400636297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,83,5,10,0.3,3,1,1,4371,-0.24026063667935382,0.02501239545668351,0.28747440867888974,0.4991992679020819,0.33205648215929856,12086.395977111712,0.17093573093573095,0.17027791652791652,0.1685914085914086,0.2548330835830836,0.2098984903984904,7.600732600732601e-4,7.524420024420024e-4,0.0019426129426129426,0.0028705738705738708,0.019137667887667888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,83,5,10,0.3,3,1,1,4371,-0.24026063667935382,0.025012395456683514,0.5529353872255113,0.06108442004118051,0.0725622989414855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,83,10,10,0.3,3,1,1,4371,-0.04532486774220574,0.2199481643938316,0.6063107655216828,0.374513841226264,0.3399013400636297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,83,10,10,0.3,3,1,1,4371,-0.23980947427662982,0.025463557859407515,0.25259610093957624,0.6785632578357356,0.4342528833715145,12068.849672723594,0.16031965229759348,0.19239292896645838,0.16975535126638067,0.2007054369922017,0.22429585637673874,0.01691366544675368,0.0038942337618808206,0.008587752933341169,0.01908833010671246,0.004046791851938911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,83,10,10,0.3,3,1,1,4371,-0.23980947427662982,0.02546355785940751,0.5529559795305625,0.06222832303820636,0.07546510351547456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,83,25,10,0.3,3,1,1,4371,-0.04532486774220574,0.2199481643938316,0.6063107655216828,0.374513841226264,0.3399013400636297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,83,25,10,0.3,3,1,1,4371,-0.2419352583532956,0.02333777378274174,0.23270985658745955,0.7600091512239762,0.46597344522050593,12063.271323838755,0.1448498142870501,0.15202347485270715,0.1790488228711359,0.17222639865756562,0.18555989033506246,0.047944057500729206,0.07254761233346696,0.014605653252725136,0.016880936114837736,0.014313339794719705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,83,25,10,0.3,3,1,1,4371,-0.2419352583532956,0.02333777378274173,0.5528621656478936,0.05925417524593914,0.07307708454643849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,83,50,10,0.3,3,1,1,4371,-0.04532486774220574,0.2199481643938316,0.6063107655216828,0.374513841226264,0.3399013400636297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,83,50,10,0.3,3,1,1,4371,-0.2420524428695323,0.023220589266505037,0.237135617814841,0.9027682452528025,0.6887815906961859,12093.651712139459,0.11988391624180274,0.15548487935502325,0.12846964798239938,0.14121907450233034,0.11125486467588715,0.05920058950365215,0.07148843484177422,0.11806272392102173,0.05009977853316057,0.044836090442948465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,83,50,10,0.3,3,1,1,4371,-0.2420524428695323,0.023220589266505023,0.552857231376807,0.060855639441775335,0.07475389096068888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,84,5,10,0.3,3,1,1,4416,-0.04606429586477458,0.2497907946893843,0.6845762599904938,0.38156702898550726,0.34803746058653096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,84,5,10,0.3,3,1,1,4416,-0.27265145522186945,0.023203635332289422,0.2851936374098803,0.5296648550724637,0.3695333648076604,12194.378459383723,0.12993062493062493,0.1634876234876235,0.3257674478299478,0.1800732461982462,0.19219900932400932,0.0012481684981684982,0.0018801129426129425,8.486721611721612e-4,0.0011306471306471307,0.0034344474969474972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,84,5,10,0.3,3,1,1,4416,-0.27265145522186945,0.023203635332289436,0.623282341905361,0.059556159420289856,0.0806546033570196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,84,10,10,0.3,3,1,1,4416,-0.04606429586477458,0.2497907946893843,0.6845762599904938,0.38156702898550726,0.34803746058653096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,84,10,10,0.3,3,1,1,4416,-0.2667853387842997,0.02906975176985915,0.3135831068232648,0.478713768115942,0.3398423735128285,12199.90178658372,0.09489906226670933,0.10659683671448378,0.2465152081034434,0.21686329914638738,0.21538268254077078,0.006181651681651682,0.08976878976143682,0.006503239815739816,0.00975355037119743,0.007535679598179598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,84,10,10,0.3,3,1,1,4416,-0.2667853387842997,0.029069751769859167,0.6235282828439771,0.05570652173913043,0.0750365063952626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,84,25,10,0.3,3,1,1,4416,-0.04606429586477458,0.2497907946893843,0.6845762599904938,0.38156702898550726,0.34803746058653096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,84,25,10,0.3,3,1,1,4416,-0.26727023594061106,0.028584854613547837,0.27289811119870017,0.7860054347826086,0.5181376119876553,12205.745338419212,0.08971174793725105,0.1589965580301153,0.1919337454722134,0.19818041182710625,0.19598483662865382,0.01391099872691295,0.043363166894980154,0.025997702801474412,0.027455129138996073,0.05446570254229653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,84,25,10,0.3,3,1,1,4416,-0.26727023594061106,0.02858485461354784,0.6235058644084073,0.057291666666666664,0.07701479910315256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,84,50,10,0.3,3,1,1,4416,-0.04606429586477458,0.2497907946893843,0.6845762599904938,0.38156702898550726,0.34803746058653096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,84,50,10,0.3,3,1,1,4416,-0.2671933384655608,0.028661752088598065,0.26377696968043196,0.8756793478260869,0.6548233219907853,12237.655476358783,0.09386899741166453,0.09639562943848254,0.12676366728852573,0.1778913317702565,0.129889877112226,0.041102828068323556,0.054727055635916476,0.07482959772157141,0.1416181126819726,0.06291290287106067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,84,50,10,0.3,3,1,1,4416,-0.2671933384655608,0.028661752088598082,0.6235093945332225,0.05548007246376811,0.07408955796506672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,85,5,10,0.3,3,1,1,4378,-0.08053042545859311,0.22931630810497727,0.6921122289022151,0.3666057560529922,0.35205861989458304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,85,5,10,0.3,3,1,1,4378,-0.29635904054782447,0.01348769301574594,0.31742644369939027,0.5975331201461854,0.411300779809552,12149.066839568652,0.19347993672993674,0.08639912864912866,0.2789326414326414,0.21056913456913456,0.21587931512931513,8.479020979020979e-4,6.872294372294373e-4,0.0014665889665889666,0.009274059274059275,0.0024640637140637143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,85,5,10,0.3,3,1,1,4378,-0.29635904054782447,0.013487693015745915,0.6255408103025806,0.05413430790315212,0.07473487474607937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,85,10,10,0.3,3,1,1,4378,-0.08053042545859311,0.22931630810497727,0.6921122289022151,0.3666057560529922,0.35205861989458304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,85,10,10,0.3,3,1,1,4378,-0.29903305324902707,0.010813680314543302,0.29294268537613916,0.5276381909547738,0.33712892608705836,12110.272061489393,0.17539557433307434,0.17242484136234137,0.18490941928441929,0.18554308423058424,0.26037414206164206,0.005865655178155178,0.004543595293595293,0.002668942168942169,0.004179015429015429,0.004095730658230658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,85,10,10,0.3,3,1,1,4378,-0.29903305324902707,0.010813680314543316,0.6254888673454286,0.050022841480127915,0.0757370104524554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,85,25,10,0.3,3,1,1,4378,-0.08053042545859311,0.22931630810497727,0.6921122289022151,0.3666057560529922,0.35205861989458304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,85,25,10,0.3,3,1,1,4378,-0.29956668862327684,0.010280044940293559,0.298281985818407,0.7460027409776153,0.476002865590365,12115.772977177648,0.0758572114573417,0.10455204235946874,0.1951596709824643,0.1908183724310155,0.2774166128443062,0.0707270208097388,0.015505987655084662,0.03336976206054029,0.009588334263262221,0.027004985136777557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,85,25,10,0.3,3,1,1,4378,-0.29956668862327684,0.010280044940293541,0.6254798692324931,0.05230698949291914,0.07567487768725961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,85,50,10,0.3,3,1,1,4378,-0.08053042545859311,0.22931630810497727,0.6921122289022151,0.3666057560529922,0.35205861989458304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,85,50,10,0.3,3,1,1,4378,-0.3005891571300401,0.009257576433530276,0.28194560482938424,0.9026952946550937,0.7138817820847232,12153.11574844344,0.17195693812781046,0.09431857542515722,0.15277639637871507,0.12277906940945033,0.11648224837453479,0.0746580004445571,0.057483174461989556,0.08866009076824172,0.04968384104542217,0.07120166556412158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,85,50,10,0.3,3,1,1,4378,-0.3005891571300401,0.0092575764335303,0.6254639000074623,0.050022841480127915,0.07605083792498224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,86,5,10,0.3,3,1,1,4365,-0.07585765357675421,0.20033155183522908,0.6189981794584454,0.365864833906071,0.35294725695107465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,86,5,10,0.3,3,1,1,4365,-0.2850957832419056,-0.008906577829922309,0.2606288787561824,0.5276059564719359,0.3486079913153711,12029.003650050801,0.0837409188034188,0.09812293956043956,0.3049793747918748,0.16945947802197803,0.318183170995671,0.0031865079365079366,9.81074481074481e-4,0.0015427350427350429,0.0028721764346764348,0.01693162393162393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,86,5,10,0.3,3,1,1,4365,-0.2850957832419056,-0.008906577829922312,0.5590383664695612,0.04650630011454754,0.07136355537113034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,86,10,10,0.3,3,1,1,4365,-0.07585765357675421,0.20033155183522908,0.6189981794584454,0.365864833906071,0.35294725695107465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,86,10,10,0.3,3,1,1,4365,-0.2868890250677583,-0.010699819655775015,0.2640786291786446,0.6293241695303551,0.42408287537129363,12012.260775828498,0.10337603202038187,0.0816199217091245,0.22842790470480098,0.23383373053245343,0.24670189804032683,0.04214256736412309,0.003857632155426273,0.004478054181227556,0.014463449268596327,0.04109881002353913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,86,10,10,0.3,3,1,1,4365,-0.2868890250677583,-0.010699819655775022,0.5590698115593267,0.04833906071019473,0.0751696614276586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,86,25,10,0.3,3,1,1,4365,-0.07585765357675421,0.20033155183522908,0.6189981794584454,0.365864833906071,0.35294725695107465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,86,25,10,0.3,3,1,1,4365,-0.28326516811312136,-0.007075962701138085,0.22521895631494881,0.813745704467354,0.5577161580301794,12018.339479089385,0.08839855679845694,0.15003041229657876,0.24608240707667273,0.17403393779760729,0.186223302206393,0.03028832003720448,0.042932082817344897,0.041358371832948375,0.023954575355335232,0.016698033781458288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,86,25,10,0.3,3,1,1,4365,-0.28326516811312136,-0.00707596270113806,0.5590121978136638,0.04971363115693012,0.07328467650376652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,86,50,10,0.3,3,1,1,4365,-0.07585765357675421,0.20033155183522908,0.6189981794584454,0.365864833906071,0.35294725695107465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,86,50,10,0.3,3,1,1,4365,-0.28561329679691083,-0.009424091384927565,0.22330037716451948,0.9156930126002291,0.7504330665539615,12044.951035657616,0.09521691833087811,0.14120766077668986,0.14726651393806617,0.14043794859140526,0.13057967235323598,0.12294752556226503,0.04988790618454527,0.06453789949391031,0.03813627306474688,0.06978168170425711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,86,50,10,0.3,3,1,1,4365,-0.28561329679691083,-0.009424091384927539,0.5590468509478846,0.04490263459335624,0.07067666372969275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,87,5,10,0.3,3,1,1,4372,-0.08298327245642097,0.19274264800776442,0.6061583453327272,0.3533851784080512,0.3454109052825612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,87,5,10,0.3,3,1,1,4372,-0.27886339639886615,-0.003137475934680768,0.27567053809393716,0.4608874656907594,0.28786236971211177,12107.379847979948,0.10684974747474747,0.19966708754208753,0.21393686868686868,0.21354292929292928,0.25998905723905724,0.0023392255892255892,0.0010033670033670033,8.03030303030303e-4,0.001244949494949495,6.237373737373737e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,87,5,10,0.3,3,1,1,4372,-0.27886339639886615,-0.0031374759346807658,0.5468743605528518,0.05077767612076853,0.0671942994178841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,87,10,10,0.3,3,1,1,4372,-0.08298327245642097,0.19274264800776442,0.6061583453327272,0.3533851784080512,0.3454109052825612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,87,10,10,0.3,3,1,1,4372,-0.28271124210850185,-0.006985321644316455,0.25888342734291553,0.581427264409881,0.37190451152944853,12110.557422058338,0.1620788517038517,0.17313190281940283,0.18851162032412033,0.18799229242979243,0.22918282412032412,0.004880494505494506,0.007644189144189144,0.03313736263736264,0.009755376567876568,0.0036850857475857475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,87,10,10,0.3,3,1,1,4372,-0.28271124210850185,-0.006985321644316469,0.5469099717442756,0.05375114364135407,0.07188417249766915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,87,25,10,0.3,3,1,1,4372,-0.08298327245642097,0.19274264800776442,0.6061583453327272,0.3533851784080512,0.3454109052825612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,87,25,10,0.3,3,1,1,4372,-0.27353799381818433,0.0021879266460010254,0.25558288788995626,0.7689844464775847,0.5044550073716947,12136.255848534038,0.0737994046834899,0.17019362762501725,0.1650283023716976,0.15383841705463022,0.16074348218673631,0.020016077008258207,0.05255715418480785,0.052107000370240186,0.11475333055816474,0.036963203956957714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,87,25,10,0.3,3,1,1,4372,-0.27353799381818433,0.0021879266460010467,0.5468697372298618,0.05466605672461116,0.07305137447452295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,87,50,10,0.3,3,1,1,4372,-0.08298327245642097,0.19274264800776442,0.6061583453327272,0.3533851784080512,0.3454109052825612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,87,50,10,0.3,3,1,1,4372,-0.2786974248196688,-0.0029715043554834498,0.22480005644650028,0.9101097895699909,0.6976022289429151,12161.031624866064,0.07916765752100062,0.11574777952502387,0.15114594674940407,0.15633445161188042,0.14549769273160665,0.0835238683488178,0.05453184383463781,0.06173146948829412,0.06915383280922528,0.08316545738010934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,87,50,10,0.3,3,1,1,4372,-0.2786974248196688,-0.0029715043554834216,0.5468734335410567,0.05489478499542543,0.0718978749154073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,88,5,10,0.3,3,1,1,4355,-0.05044512693219563,0.3006442369631744,0.7735690987714926,0.35706084959816303,0.33562118706112304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,88,5,10,0.3,3,1,1,4355,-0.28986948404244683,0.061219879852923195,0.35907674239868953,0.46383467278989665,0.3273794191072478,11863.706901424517,0.1822520535020535,0.1598796203796204,0.18330835830835832,0.18638333888333888,0.2682895715395715,0.002063908313908314,0.007456016206016206,0.0030286380286380287,0.002062104562104562,0.005276390276390277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,88,5,10,0.3,3,1,1,4355,-0.28986948404244683,0.061219879852923195,0.6980051822820826,0.05970149253731343,0.07493174205423886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,88,10,10,0.3,3,1,1,4355,-0.05044512693219563,0.3006442369631744,0.7735690987714926,0.35706084959816303,0.33562118706112304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,88,10,10,0.3,3,1,1,4355,-0.29577375514929877,0.05531560874607126,0.34348580328007633,0.644316877152698,0.41998631190753155,11834.202117368055,0.2465166911190518,0.16811250779091336,0.18084548260477054,0.1407299477769679,0.23053419615300422,0.007140847578347579,0.006998005398740693,0.0027835266585266583,0.009829351612439847,0.006509443307237425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,88,10,10,0.3,3,1,1,4355,-0.29577375514929877,0.055315608746071276,0.6975121342130082,0.062456946039035593,0.08326043975764319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,88,25,10,0.3,3,1,1,4355,-0.05044512693219563,0.3006442369631744,0.7735690987714926,0.35706084959816303,0.33562118706112304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,88,25,10,0.3,3,1,1,4355,-0.29836798411862764,0.052721379776742384,0.3221935830211507,0.7471871412169919,0.5381278983771791,11802.800609917935,0.17080086565966832,0.11739917413182546,0.20740088094848244,0.14265880025242594,0.18197846840309914,0.06846866181373365,0.018065983760922343,0.026113071318164087,0.026801212921933108,0.04031288078974551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
