model,seed,num_trees,p,alpha_rho,beta_rho,alpha_sigma,beta_sigma,n,est,bias,rpehe,coverage,width,waic,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20
CL-BART,2,50,20,0.95,2,1,1,4328,-0.247753881633875,0.036392992996016046,0.24373581846667308,0.9329944547134935,0.8213782613872137,11898.310595986224,0.05752896537747277,0.08399260364632945,0.07922589372131643,0.07305116796191707,0.09422882506393362,0.04373910932732211,0.03349678292347888,0.04278349489929727,0.02722892509614928,0.041807685149045856,0.045454769481733104,0.036768790054151373,0.04727536958531324,0.04488669882222195,0.03431042934100923,0.05159879147384572,0.041197545568645154,0.0406240163800265,0.04072571734790381,0.04007441877888719
CL-BART-avg,2,50,20,0.95,2,1,1,4328,-0.247753881633875,0.03639299299601605,0.623339491758189,0.06007393715341959,0.0732759742130906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,3,5,20,0.95,2,1,1,4518,-0.06998784498388612,0.26108737371185137,0.7234119828885103,0.3521469676848163,0.33292257363451355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,3,5,20,0.95,2,1,1,4518,-0.31620417770228576,0.014871040993451691,0.3199986572847429,0.6069057104913679,0.44577833641983583,12231.494679874222,0.19181210310500085,0.12727109784636875,0.17633470995360212,0.17498611219561214,0.16281332127076845,0.005398362256166133,0.0031717201500483234,0.03358333334951991,0.06671375718190566,0.01229442221379225,0.0028621107135039024,0.0050145363036229905,0.004229797437547471,0.017806349774498246,0.005298823159386492,0.0015380896383470754,0.0018838005962618966,0.0024298238977536325,0.0018380913387475509,0.002719637617546152
CL-BART-avg,3,5,20,0.95,2,1,1,4518,-0.31620417770228576,0.01487104099345172,0.6509713506768494,0.05754758742806552,0.0725320554321287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,3,10,20,0.95,2,1,1,4518,-0.06998784498388612,0.26108737371185137,0.7234119828885103,0.3521469676848163,0.33292257363451355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,3,10,20,0.95,2,1,1,4518,-0.31321360434890577,0.017861614346831717,0.29137509014273183,0.6702080566622399,0.44943574799652,12181.702742685007,0.09108055315195884,0.10857970435191021,0.16846354855708595,0.21534588871058732,0.1656898011178949,0.005589108381410447,0.010130081543283811,0.007914049196714443,0.007229931846215698,0.06730445285480145,0.01524153009350016,0.02276043366767332,0.014767465649344976,0.007877163096040881,0.011735049611409648,0.004835835427419432,0.055472967045172406,0.003969344849971477,0.010778511968944273,0.005234578878660318
CL-BART-avg,3,10,20,0.95,2,1,1,4518,-0.31321360434890577,0.017861614346831704,0.6510465335203679,0.06617972554227534,0.0812446514244553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,3,25,20,0.95,2,1,1,4518,-0.06998784498388612,0.26108737371185137,0.7234119828885103,0.3521469676848163,0.33292257363451355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,3,25,20,0.95,2,1,1,4518,-0.30782536710971603,0.023249851586021428,0.3059995975578374,0.7459052678176185,0.5545628803980024,12153.349543389602,0.11303526640549201,0.16679547073617398,0.14124371810549677,0.0726474244961126,0.0718567122705073,0.011120745539446069,0.016255762017671416,0.01741725447018787,0.059750341577363836,0.04128884863888759,0.025658786586953967,0.02200836207588094,0.010898689787292375,0.03776015160382548,0.014655319365470772,0.013390514722260377,0.038847855479583596,0.03320256448936787,0.0366735327367236,0.055492678895301566
CL-BART-avg,3,25,20,0.95,2,1,1,4518,-0.30782536710971603,0.023249851586021445,0.6512166361055165,0.07259849490925188,0.08816576602926846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,3,50,20,0.95,2,1,1,4518,-0.06998784498388612,0.26108737371185137,0.7234119828885103,0.3521469676848163,0.33292257363451355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,3,50,20,0.95,2,1,1,4518,-0.31593373978511197,0.015141478910625512,0.29356677651883556,0.8501549358123063,0.7351539512042504,12164.373516075679,0.08434564855963833,0.09053586752089059,0.0749685828757412,0.07374106978622727,0.06745597077827631,0.04221737069327968,0.05307784423560726,0.029931409878393465,0.05073414517370155,0.056200462848397754,0.03302326635109972,0.04932023529751001,0.06405830896740533,0.02481482258024024,0.025813334399500804,0.03139578123304068,0.04461845784674424,0.039856050432981106,0.031439797659387494,0.03245157288193696
CL-BART-avg,3,50,20,0.95,2,1,1,4518,-0.31593373978511197,0.015141478910625502,0.650977584810271,0.066622399291722,0.08390760427437222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,4,5,20,0.95,2,1,1,4320,-0.03945646020300915,0.207866342054418,0.5518369257164699,0.38981481481481484,0.34862256273039516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,4,5,20,0.95,2,1,1,4320,-0.23466974258758383,0.012653059669843312,0.24832868279986198,0.5590277777777778,0.360190182338044,11959.414258414847,0.12039825404512777,0.16357220866465214,0.18547685904477476,0.21878276567113558,0.18092059879826347,0.001103751509156005,0.004517608414976836,0.0037825888906631044,0.012096567363112883,0.003341750098081143,0.011417899914116318,0.004555789354550964,0.0060125054427383135,0.0031745783431407337,0.002531080198299878,0.00983071314650262,0.0018111250348092453,0.057145925633376275,0.006833764280045744,0.0026936661524762213
CL-BART-avg,4,5,20,0.95,2,1,1,4320,-0.23466974258758383,0.01265305966984332,0.5013782723033964,0.0625,0.07774924627409735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,4,10,20,0.95,2,1,1,4320,-0.03945646020300915,0.207866342054418,0.5518369257164699,0.38981481481481484,0.34862256273039516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,4,10,20,0.95,2,1,1,4320,-0.22646861095683085,0.020854191300596292,0.24541299699820354,0.5900462962962963,0.3881268619922789,11913.262837134724,0.05828456203245782,0.10606267629072674,0.23403234483051943,0.18877279065174984,0.19818154901136634,0.004885184305486654,0.04760598724411292,0.006045800737105085,0.004162867165041078,0.05020891809775591,0.0076803103415547195,0.051371087294357895,0.002918565872926193,0.005032918720688651,0.005624958401769996,0.005260555198960996,0.005269131960086482,0.012905941331328637,0.0029768945486527486,0.002716955963351844
CL-BART-avg,4,10,20,0.95,2,1,1,4320,-0.22646861095683085,0.020854191300596306,0.5016522394186355,0.05740740740740741,0.07261899471119457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,4,25,20,0.95,2,1,1,4320,-0.03945646020300915,0.207866342054418,0.5518369257164699,0.38981481481481484,0.34862256273039516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,4,25,20,0.95,2,1,1,4320,-0.22538228484811496,0.021940517409312205,0.2177115197050567,0.8243055555555555,0.5571096180097646,11908.560655087267,0.09697205566572939,0.07561161605449991,0.13907696366393285,0.1222259397804602,0.12126993880648719,0.055058718494420705,0.01199277096243639,0.06722502477377165,0.01978871965748151,0.03169307589794557,0.011074960035803058,0.04028756275518818,0.043664336227919064,0.019900963662584793,0.010398833949724575,0.012037461114785451,0.04425781989971349,0.019034022849159,0.01666393645507575,0.04176527929288125
CL-BART-avg,4,25,20,0.95,2,1,1,4320,-0.22538228484811496,0.0219405174093122,0.5016985731722967,0.062037037037037036,0.07838882154000132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,4,50,20,0.95,2,1,1,4320,-0.03945646020300915,0.207866342054418,0.5518369257164699,0.38981481481481484,0.34862256273039516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,4,50,20,0.95,2,1,1,4320,-0.22461685347057647,0.02270594878685069,0.1919462423998232,0.9583333333333334,0.7899086737557426,11970.881711172296,0.07781881388474142,0.07990050201740731,0.09206144992269905,0.07329787940455108,0.08109551123294087,0.04433339742840762,0.027484554354370954,0.037869354108631785,0.04348769574361818,0.05165830098882566,0.04563421911338025,0.05318061794591635,0.03948446265970198,0.03085118231849805,0.04947697685776436,0.028270295365715126,0.03191264744486254,0.039099018701380134,0.03213495680459784,0.04094816370198944
CL-BART-avg,4,50,20,0.95,2,1,1,4320,-0.22461685347057647,0.022705948786850682,0.5017326301221011,0.062037037037037036,0.07817123611747734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,5,5,20,0.95,2,1,1,4302,-0.05549535977119393,0.24278034824648576,0.6355877468194651,0.3579730357973036,0.3342415946522093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,5,5,20,0.95,2,1,1,4302,-0.27563552943385244,0.022640178583827244,0.26180177124090415,0.5615992561599256,0.37466459835757715,11682.968336038835,0.12493858341651617,0.08046432669061893,0.2842030112821774,0.2094673321626226,0.1890014349162451,0.0028581091030360785,0.0033708932536331915,0.0014665591926158624,0.01200236166283077,0.03130964531410419,0.005583236444498054,0.002296517704462919,0.0023185111382462978,0.00328284878718147,0.034302371128744125,0.003341817696382577,0.0016307734827976448,0.0032136791989985556,0.002007742758592469,0.0029402446656956014
CL-BART-avg,5,5,20,0.95,2,1,1,4302,-0.27563552943385244,0.022640178583827254,0.5678951267639684,0.058577405857740586,0.08353314318009913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,5,10,20,0.95,2,1,1,4302,-0.05549535977119393,0.24278034824648576,0.6355877468194651,0.3579730357973036,0.3342415946522093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,5,10,20,0.95,2,1,1,4302,-0.2717944612066427,0.026481246811036994,0.24650711919188484,0.6820083682008368,0.4318845210509992,11647.466092559109,0.14432389287487626,0.1069670617651595,0.20142866020895414,0.14550085588706763,0.2109672830977639,0.004833696047693787,0.00802749558452715,0.04627045195907257,0.02554445389661451,0.008902218446780642,0.01000335826252505,0.005793033578391907,0.006951932961382067,0.004504450978419337,0.009254812044606965,0.007200603655139895,0.019995123654590694,0.012432728063520228,0.004061562305960772,0.017036324726953
CL-BART-avg,5,10,20,0.95,2,1,1,4302,-0.2717944612066427,0.026481246811036998,0.5680612235918089,0.05880985588098559,0.08143552331355375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,5,25,20,0.95,2,1,1,4302,-0.05549535977119393,0.24278034824648576,0.6355877468194651,0.3579730357973036,0.3342415946522093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,5,25,20,0.95,2,1,1,4302,-0.26871397559800786,0.02956173241967186,0.23424464356976482,0.8286843328684332,0.594349168424234,11657.823413141445,0.0828965207218415,0.05568021057010649,0.13992287915877122,0.13041727262089617,0.11987613150656817,0.03259177579056168,0.05718752856854916,0.02932942118448785,0.03130410839697364,0.02965608670556058,0.01585552364149556,0.049741810856311096,0.03110598955128091,0.018694282676136237,0.026065764129810296,0.029996175865654635,0.039302374944779346,0.020955496865335734,0.024213448593025013,0.035207197651854705
CL-BART-avg,5,25,20,0.95,2,1,1,4302,-0.26871397559800786,0.02956173241967183,0.5682131583654222,0.056485355648535567,0.07713611380780727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,5,50,20,0.95,2,1,1,4302,-0.05549535977119393,0.24278034824648576,0.6355877468194651,0.3579730357973036,0.3342415946522093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,5,50,20,0.95,2,1,1,4302,-0.2697958083817024,0.02847989963597726,0.23872793532831144,0.9232914923291492,0.8224247544213555,11679.654105843232,0.08051555932215126,0.07169890954052523,0.0811430020763095,0.0884218171929158,0.07353116068724783,0.04813618429758017,0.05864725782540644,0.0576227125733039,0.033372783389840927,0.03141893375719195,0.026904213744228325,0.04348371939919984,0.03684359790872189,0.04036636097751973,0.049217160391962035,0.03752760596886583,0.026353434742304994,0.030278497074752622,0.03831276041407544,0.04620432871589628
CL-BART-avg,5,50,20,0.95,2,1,1,4302,-0.2697958083817024,0.02847989963597727,0.5681579023469017,0.05113900511390051,0.07126714197574621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,6,5,20,0.95,2,1,1,4659,-0.06012888322686372,0.2761873456838175,0.6815874269849654,0.34213350504400086,0.3231101914644924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,6,5,20,0.95,2,1,1,4659,-0.26595347179764695,0.0703627571130343,0.3436589787549517,0.536810474350719,0.3971937079880779,12611.851492722797,0.1784177242660434,0.13512800261986846,0.16519588098070026,0.1475884794345359,0.17384432488806736,0.0027355912330740704,0.003995012988541882,0.0029099854506032994,0.01873977676009818,0.00866473236584431,0.001861621241712775,0.0022569475993961118,0.005296612077218484,0.049533316201331494,0.021928474317026093,0.018748125738717942,0.008194525320993665,0.0024129879245821276,0.049337397982612836,0.0032104806090313335
CL-BART-avg,6,5,20,0.95,2,1,1,4659,-0.26595347179764695,0.07036275711303427,0.6069358412667977,0.03992273019961365,0.07181073850221442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,6,10,20,0.95,2,1,1,4659,-0.06012888322686372,0.2761873456838175,0.6815874269849654,0.34213350504400086,0.3231101914644924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,6,10,20,0.95,2,1,1,4659,-0.258929163862574,0.07738706504810723,0.28174294230174807,0.6293195964799313,0.417899277102168,12544.114308184915,0.0956884821922294,0.14853279137688266,0.17643265874958314,0.14767496116146264,0.08603992971031843,0.05984819528207243,0.017571359171708822,0.027499219649012183,0.06335366762372063,0.00952703608968645,0.008507253258567295,0.005970121939198691,0.0066157532118183374,0.053344043166385996,0.011434357602314413,0.006040119317362932,0.008133191299449501,0.012636748652367844,0.006318113467476944,0.048831997078381255
CL-BART-avg,6,10,20,0.95,2,1,1,4659,-0.258929163862574,0.07738706504810726,0.6077902234015019,0.0412105602060528,0.06818064217556594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,6,25,20,0.95,2,1,1,4659,-0.06012888322686372,0.2761873456838175,0.6815874269849654,0.34213350504400086,0.3231101914644924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,6,25,20,0.95,2,1,1,4659,-0.2584134295632815,0.07790279934739973,0.2690343514131601,0.8096157973814123,0.5875076372344166,12559.53233370266,0.10170939911695129,0.09417086347722262,0.1193231655666649,0.07373842160802842,0.09370916946698168,0.06096948393406884,0.01574636698937645,0.04579354613895215,0.020219248600180185,0.010366097975669506,0.062312263913165106,0.015246449938520668,0.03603646626978186,0.02373652861609577,0.03543618303889296,0.05924280074840103,0.011524858167592049,0.03196446081900861,0.04322568051778636,0.04552854509665954
CL-BART-avg,6,25,20,0.95,2,1,1,4659,-0.2584134295632815,0.07790279934739971,0.6078561046595229,0.04357158188452458,0.07447864531946025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,6,50,20,0.95,2,1,1,4659,-0.06012888322686372,0.2761873456838175,0.6815874269849654,0.34213350504400086,0.3231101914644924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,6,50,20,0.95,2,1,1,4659,-0.2632680548894708,0.07304817402121043,0.27696281063875566,0.8898905344494527,0.7875956251912914,12572.69254599944,0.07904899908112062,0.06733097050810218,0.06525474486096969,0.056286719367816894,0.06933595835536896,0.05434040810571298,0.04195820801546636,0.03953415373271661,0.05128152258182518,0.045079175170728576,0.043154182865653486,0.041809643696900316,0.03968713277382524,0.046097229771260864,0.05454979863643457,0.04164336774476842,0.028643679000765074,0.05006845262808759,0.03714040126255009,0.047755251839926294
CL-BART-avg,6,50,20,0.95,2,1,1,4659,-0.2632680548894708,0.07304817402121042,0.6072530226796081,0.041425198540459326,0.07098674789065312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,7,5,20,0.95,2,1,1,4282,-0.06944986063826694,0.2086511640858266,0.6161110966906844,0.3713218122372723,0.348166410342218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,7,5,20,0.95,2,1,1,4282,-0.3005747633497621,-0.022473738625668514,0.2822015348546765,0.4007473143390939,0.30213213914789616,11708.48318640998,0.07758847005247933,0.1299819493228936,0.26376548526722676,0.1302177007074453,0.1925830550383569,0.003358102531283646,0.0036706148168996464,0.02479587858535227,0.009438460325650728,0.003684024194473111,0.0029878703740932842,0.00442300371770186,0.0018504506401178227,0.007728621725138753,0.0027989019637626447,0.005314637045674198,0.06423066107295983,0.004207987660774039,0.0028044655794268796,0.0645696593782894
CL-BART-avg,7,5,20,0.95,2,1,1,4282,-0.3005747633497621,-0.022473738625668538,0.5567588136922613,0.06679121905651565,0.0908129019796729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,7,10,20,0.95,2,1,1,4282,-0.06944986063826694,0.2086511640858266,0.6161110966906844,0.3713218122372723,0.348166410342218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,7,10,20,0.95,2,1,1,4282,-0.30322526546660955,-0.025124240742516,0.2277242746592298,0.7192900513778608,0.44866446439122193,11720.844723661732,0.1268306968201346,0.09546956245251552,0.2638333931269213,0.18519985680519174,0.16519159168477268,0.005755869597955792,0.012463811770532057,0.017278005089419256,0.017640148383732648,0.004651472756988304,0.006801562070067252,0.003475667566323554,0.009755211909224338,0.021145084311873247,0.004097161251890466,0.005341273577589591,0.01154073239244864,0.0158754339699302,0.01905696632515518,0.008596498137333602
CL-BART-avg,7,10,20,0.95,2,1,1,4282,-0.30322526546660955,-0.02512424074251601,0.5568720994708635,0.05301261092947221,0.07708463097167867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,7,25,20,0.95,2,1,1,4282,-0.06944986063826694,0.2086511640858266,0.6161110966906844,0.3713218122372723,0.348166410342218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,7,25,20,0.95,2,1,1,4282,-0.29052717357360625,-0.012426148849512708,0.23445598932168724,0.8332554880896778,0.6078685703001545,11705.616913855574,0.06884865457154363,0.06003785878215487,0.16778655955151928,0.10745670561851246,0.12266253609927537,0.01979482477436358,0.02034336617646491,0.022749840353208706,0.01784863845195617,0.0296589009760279,0.033970792157396616,0.01696014978939945,0.04344473325176241,0.03144950700316694,0.017851059390171193,0.03487547403216886,0.037627537145910064,0.0242045892868311,0.09443806191409715,0.027990210674069333
CL-BART-avg,7,25,20,0.95,2,1,1,4282,-0.29052717357360625,-0.012426148849512705,0.5564438128611277,0.05558150397010743,0.07482640512275968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,7,50,20,0.95,2,1,1,4282,-0.06944986063826694,0.2086511640858266,0.6161110966906844,0.3713218122372723,0.348166410342218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,7,50,20,0.95,2,1,1,4282,-0.29654173154478397,-0.018440706820690413,0.23703916867724695,0.9201307800093415,0.8249833403070479,11713.181689253948,0.059400159955422804,0.06686800194375389,0.09093297031940858,0.06658216368105031,0.09461261810167261,0.05263561425773542,0.04460294204326496,0.03371096504767844,0.03265655794078535,0.03772080117651663,0.024058903598130846,0.03376739674180417,0.052274265563348014,0.04264051386204693,0.031762006580561476,0.030242001810408564,0.06058203773334501,0.035061166374602784,0.0797388744405095,0.030150038827953682
CL-BART-avg,7,50,20,0.95,2,1,1,4282,-0.29654173154478397,-0.018440706820690437,0.5566106065861897,0.05464736104624007,0.07703395219763348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,8,5,20,0.95,2,1,1,4363,-0.024224577877360504,0.23182926955029368,0.5914667576256872,0.3955993582397433,0.3364900210018653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,8,5,20,0.95,2,1,1,4363,-0.228444536440576,0.027609310987078164,0.25350294473106055,0.5567270226908091,0.36425427479657896,11994.049045855994,0.0915605066539479,0.11335197071316333,0.24251806679794632,0.13014854107824392,0.17423149082761413,0.00891263852396239,0.009008686278524075,0.004175202470674607,0.029217992657733872,0.0043975516321222334,0.013357325208704937,0.0596556635920901,0.0027214042268087226,0.004042377374175059,0.05978652239436329,0.0035950967580476935,0.00191018528149535,9.730006835269993e-4,0.017254911029317074,0.02918086581753798
CL-BART-avg,8,5,20,0.95,2,1,1,4363,-0.228444536440576,0.027609310987078167,0.5402750811529751,0.06165482466192986,0.07571525787190606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,8,10,20,0.95,2,1,1,4363,-0.024224577877360504,0.23182926955029368,0.5914667576256872,0.3955993582397433,0.3364900210018653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,8,10,20,0.95,2,1,1,4363,-0.22762844400662813,0.02842540342102604,0.242703101238197,0.5805638322255329,0.35238755102654873,11955.061592521994,0.09016316209992936,0.11352511714524466,0.20852911954306805,0.19219176770676136,0.1224481989780655,0.0032238727231796486,0.002205079150445283,0.00388530685561578,0.05139298952982282,0.009002847666647346,0.04757823182355324,0.014148280458206803,0.00912951541776866,0.016855500909238513,0.017342152254197548,0.005311955973658017,0.05341427403226608,0.03390855586711146,0.0022163509845241347,0.003527720880695709
CL-BART-avg,8,10,20,0.95,2,1,1,4363,-0.22762844400662813,0.028425403421026046,0.5403174000726987,0.05661242264496906,0.07283906876043217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,8,25,20,0.95,2,1,1,4363,-0.024224577877360504,0.23182926955029368,0.5914667576256872,0.3955993582397433,0.3364900210018653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,8,25,20,0.95,2,1,1,4363,-0.22558513262899482,0.03046871479865934,0.22965626850913537,0.7987623195049278,0.536370047742514,11949.253731019153,0.07130250383908536,0.07857668226361819,0.1549141780798731,0.12459015919273247,0.12555062094423158,0.04089869852203786,0.01709637230631722,0.013918596298788102,0.021868034272793505,0.047430657839714625,0.057405158229215054,0.04663249676391468,0.017802362197029336,0.024303964068239144,0.041628654993565516,0.017356835080577747,0.03210573093196078,0.02093738423076885,0.02872954442206721,0.01695136552346964
CL-BART-avg,8,25,20,0.95,2,1,1,4363,-0.22558513262899482,0.030468714798659344,0.5404287481649682,0.0644052257620903,0.07874168861273864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,8,50,20,0.95,2,1,1,4363,-0.024224577877360504,0.23182926955029368,0.5914667576256872,0.3955993582397433,0.3364900210018653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,8,50,20,0.95,2,1,1,4363,-0.22943598112980418,0.026617866297849985,0.23322376409138415,0.919321567728627,0.7726000568795323,11974.74768791518,0.053170552896021225,0.0644061301473348,0.09088157352536799,0.08588300765928496,0.0813656127271764,0.02948366812556286,0.04917985289919451,0.051908264463035494,0.04309114129025767,0.05277571488095098,0.047495363017425234,0.035389468560409296,0.026995102668536473,0.0573511147229679,0.03794955060292934,0.036758885180750996,0.0468890641014091,0.031535270326333194,0.043135136599967136,0.03435552560508442
CL-BART-avg,8,50,20,0.95,2,1,1,4363,-0.22943598112980418,0.026617866297849995,0.5402253234234053,0.05386202154480862,0.0693067532358044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,9,5,20,0.95,2,1,1,4307,-0.08376404674109665,0.21119436758753252,0.6734299466601888,0.3587183654515904,0.3631065768897059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,9,5,20,0.95,2,1,1,4307,-0.30629486362238445,-0.011336449293755279,0.31915944446613864,0.3956350127699094,0.314494575660631,11824.702332383958,0.06725390487135843,0.19997148769130194,0.2585607462283159,0.20066177754993544,0.1338267204143752,0.0032917929665220685,0.003792376160990712,0.00861858932834165,0.0023250859620828662,0.0024749653582857916,0.005404751015238631,0.02329476785397838,0.007607822009718294,0.0020405650564319293,0.0035140342686782317,0.0036380125149474995,0.06620391125615584,0.0033443412452700376,0.0019605406490081413,0.002213807599063017
CL-BART-avg,9,5,20,0.95,2,1,1,4307,-0.30629486362238445,-0.011336449293755277,0.6117804446863312,0.0633851869050383,0.08337446976977397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,9,10,20,0.95,2,1,1,4307,-0.08376404674109665,0.21119436758753252,0.6734299466601888,0.3587183654515904,0.3631065768897059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
