model,seed,num_trees,p,alpha_rho,beta_rho,alpha_sigma,beta_sigma,n,est,bias,rpehe,coverage,width,waic,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20
clogit,1,5,10,0.3,3,1,1,4595,-0.0731739497444073,0.3287739756442631,0.9004832392715685,0.32752992383025026,0.3198408375716534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,1,5,10,0.3,3,1,1,4595,-0.34254863491307513,0.05939929047559524,0.43543844267325654,0.527094668117519,0.36040090808098507,12264.406243411255,0.15499427655677656,0.12308302808302808,0.31076518620268623,0.2350140415140415,0.1673871336996337,1.111111111111111e-4,5.793650793650794e-4,4.945054945054945e-4,0.0070756257631257626,4.957264957264957e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,1,5,10,0.3,3,1,1,4595,-0.34254863491307513,0.059399290475595244,0.8141532902938717,0.050707290533188246,0.08631857161565742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,1,10,10,0.3,3,1,1,4595,-0.0731739497444073,0.3287739756442631,0.9004832392715685,0.32752992383025026,0.3198408375716534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,1,10,10,0.3,3,1,1,4595,-0.35190657313490914,0.050041352253761266,0.41549119880025415,0.45788900979325353,0.2928600423192531,12197.80327625845,0.07556323567643226,0.12849532165747335,0.25506687760983426,0.25957413074827934,0.2588082079384324,0.0018688510491916064,0.001855974699821449,0.0038182865251363703,0.012478088324644053,0.002471025770754873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,1,10,10,0.3,3,1,1,4595,-0.35190657313490914,0.050041352253761245,0.8135240877335583,0.04504896626768226,0.07582890854434227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,1,25,10,0.3,3,1,1,4595,-0.0731739497444073,0.3287739756442631,0.9004832392715685,0.32752992383025026,0.3198408375716534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,1,25,10,0.3,3,1,1,4595,-0.34407069188834144,0.05787723350032896,0.42367958142020057,0.5993471164309031,0.3921088838725552,12188.731640374634,0.13949580700735129,0.14120570280358777,0.2333810134745927,0.1969229374249313,0.14467584913260811,0.031214199874411545,0.027791243775580496,0.020583458002390562,0.04160759789229132,0.023122190612254886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,1,25,10,0.3,3,1,1,4595,-0.34407069188834144,0.05787723350032894,0.8140436588690958,0.03960826985854189,0.06552053711757555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,1,50,10,0.3,3,1,1,4595,-0.0731739497444073,0.3287739756442631,0.9004832392715685,0.32752992383025026,0.3198408375716534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,1,50,10,0.3,3,1,1,4595,-0.3523481408998086,0.049599784488861806,0.416476694551186,0.6578890097932535,0.457488910890549,12163.329188722222,0.10389695132182705,0.14103335221652916,0.15443320647836006,0.1414766660127424,0.13727821437377033,0.09816062074017672,0.07012351542546055,0.024988276919155065,0.07156354702918562,0.057045649482793045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,1,50,10,0.3,3,1,1,4595,-0.3523481408998086,0.04959978448886179,0.8134970454824497,0.0367791077257889,0.06562912927770453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,2,5,10,0.3,3,1,1,4360,-0.016077566956816107,0.2795739250485832,0.7099034295926224,0.4080275229357798,0.3538316991461326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,2,5,10,0.3,3,1,1,4360,-0.2642299958087844,0.03142149619661489,0.3002747971093434,0.38830275229357797,0.2760125300926274,11914.886991894411,0.24910936285936286,0.21288253413253413,0.17700646575646575,0.19372502497502497,0.16526501276501276,2.579365079365079e-4,4.945054945054945e-4,2.777777777777778e-4,2.4725274725274725e-4,7.341269841269841e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,2,5,10,0.3,3,1,1,4360,-0.2642299958087844,0.03142149619661489,0.6523027745274063,0.06330275229357799,0.08325118716037855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,2,10,10,0.3,3,1,1,4360,-0.016077566956816107,0.2795739250485832,0.7099034295926224,0.4080275229357798,0.3538316991461326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,2,10,10,0.3,3,1,1,4360,-0.26005410693115744,0.03559738507424187,0.31662909732412087,0.4577981651376147,0.31725571029580313,11875.384917645819,0.07965176857456269,0.2604254152710035,0.27595999874308696,0.1552880697733639,0.20779156464450582,0.007735360228007287,0.003135329947829948,0.004291132478632479,0.0019915831717302306,0.003729777167277167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,2,10,10,0.3,3,1,1,4360,-0.26005410693115744,0.03559738507424187,0.6525172588192915,0.059403669724770645,0.07666520556877177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,2,25,10,0.3,3,1,1,4360,-0.016077566956816107,0.2795739250485832,0.7099034295926224,0.4080275229357798,0.3538316991461326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,2,25,10,0.3,3,1,1,4360,-0.26359834047001396,0.032053151535385335,0.2855089042755442,0.6665137614678899,0.44795248312742153,11875.295269379068,0.10395246003604926,0.1017624362205612,0.20177519671842847,0.13333964348794716,0.23964335561328964,0.029626679639887892,0.017624408284305608,0.009482770562822833,0.10717538832120113,0.055617661115506756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,2,25,10,0.3,3,1,1,4360,-0.26359834047001396,0.03205315153538535,0.6523335065411471,0.05344036697247707,0.07190241735364739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,2,50,10,0.3,3,1,1,4360,-0.016077566956816107,0.2795739250485832,0.7099034295926224,0.4080275229357798,0.3538316991461326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,2,50,10,0.3,3,1,1,4360,-0.2591764509870887,0.03647504101831064,0.2916230082642855,0.8025229357798165,0.5765388270389273,11883.960237469553,0.10080316711767623,0.0918731601662066,0.15726742533239588,0.19544007785607773,0.1605499132783562,0.025891980251331242,0.05645444688996685,0.1028107930779116,0.04346328157983938,0.0654457544502383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,2,50,10,0.3,3,1,1,4360,-0.2591764509870887,0.036475041018310624,0.6525657268430559,0.061467889908256884,0.07840736751401436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,3,5,10,0.3,3,1,1,4538,-0.06850462365971574,0.23823988639601806,0.6786019742760406,0.3477302776553548,0.3398196700790963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,3,5,10,0.3,3,1,1,4538,-0.28290870563308,0.02383580442265382,0.3121625598423333,0.4499779638607316,0.2791483330528387,12479.221034492932,0.19022684722684724,0.09923152773152774,0.21520078995078995,0.2878130758130758,0.20423174973174973,3.0303030303030303e-4,9.887334887334887e-4,8.498445998445999e-4,0.0011544011544011544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,3,5,10,0.3,3,1,1,4538,-0.28290870563308,0.0238358044226538,0.6145906727125869,0.05751432349052446,0.0752578283996437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,3,10,10,0.3,3,1,1,4538,-0.06850462365971574,0.23823988639601806,0.6786019742760406,0.3477302776553548,0.3398196700790963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,3,10,10,0.3,3,1,1,4538,-0.2839205274106095,0.022823982645124277,0.32154718932460713,0.5339356544733362,0.33418013094032845,12435.55257403406,0.11911573924441571,0.2290150290885585,0.18508584267040148,0.23348098470157294,0.1495344304388422,0.07657019859225742,0.0014878438554909144,0.002202542555483732,0.0016776871004812182,0.00182970175249587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,3,10,10,0.3,3,1,1,4538,-0.2839205274106095,0.02282398264512428,0.6145522627056385,0.05266637285147642,0.06797847136852309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,3,25,10,0.3,3,1,1,4538,-0.06850462365971574,0.23823988639601806,0.6786019742760406,0.3477302776553548,0.3398196700790963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,3,25,10,0.3,3,1,1,4538,-0.28217181613273074,0.024572693923003052,0.29603791048109285,0.6773909211106214,0.4248788774585313,12415.89094267634,0.11272472977434614,0.17000668194205235,0.1275163102180977,0.20497823617367578,0.1730671558783311,0.1387421547907173,0.014141433350342692,0.03300752616167993,0.020494162516887647,0.005321609193869368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,3,25,10,0.3,3,1,1,4538,-0.28217181613273074,0.024572693923003083,0.6146196927364667,0.050462758924636406,0.06436515646556312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,3,50,10,0.3,3,1,1,4538,-0.06850462365971574,0.23823988639601806,0.6786019742760406,0.3477302776553548,0.3398196700790963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,3,50,10,0.3,3,1,1,4538,-0.28352287574081236,0.023221634314921455,0.2839511626253954,0.8115910092551785,0.528498216817167,12418.75782641245,0.12704784985420692,0.16035758848455695,0.0951718868843008,0.21077966337117457,0.16240352378052142,0.044194660807119354,0.06313876025924084,0.06180276026406365,0.041802243964291774,0.03330106233052369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,3,50,10,0.3,3,1,1,4538,-0.28352287574081236,0.023221634314921448,0.6145671596441605,0.05354781842221243,0.06927906813579099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,4,5,10,0.3,3,1,1,4469,-0.08537667397415226,0.23356114594543612,0.6889315935471408,0.3419109420452003,0.3421638981756613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,4,5,10,0.3,3,1,1,4469,-0.3135421366468764,0.005395683272711934,0.2813806037790815,0.34750503468337435,0.2220546790787056,12027.748801619395,0.0831015096015096,0.165999111999112,0.2513300033300033,0.3301026196026196,0.1655894660894661,7.42979242979243e-4,8.882783882783883e-4,0.0011367521367521367,3.7545787545787546e-4,7.338217338217338e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,4,5,10,0.3,3,1,1,4469,-0.3135421366468764,0.005395683272711954,0.6169412850143273,0.05504587155963303,0.07897426536062646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,4,10,10,0.3,3,1,1,4469,-0.08537667397415226,0.23356114594543612,0.6889315935471408,0.3419109420452003,0.3421638981756613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,4,10,10,0.3,3,1,1,4469,-0.3148405771499684,0.004097242769620007,0.2587613460200391,0.5674647572163795,0.35763183919936964,12030.003873569589,0.17072429408826467,0.1284810344669091,0.25020615208521557,0.257053398628089,0.17065734985974923,0.001829851384998444,0.008746585622553114,0.003811843464126746,0.006465701352311259,0.0020237890477828556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,4,10,10,0.3,3,1,1,4469,-0.3148405771499684,0.004097242769619987,0.6169312953283074,0.05415081673752517,0.07676398229815917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,4,25,10,0.3,3,1,1,4469,-0.08537667397415226,0.23356114594543612,0.6889315935471408,0.3419109420452003,0.3421638981756613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,4,25,10,0.3,3,1,1,4469,-0.3105857517374658,0.0083520681821226,0.25369099368788944,0.6417543074513314,0.39893378962977905,11997.516613331156,0.20226423841984617,0.2083550170122196,0.20185245862071835,0.14855871663555487,0.1448676018665132,0.007597355133052568,0.010004032902041791,0.014839737504188035,0.04385077074063412,0.01781007116523131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,4,25,10,0.3,3,1,1,4469,-0.3105857517374658,0.008352068182122602,0.6169742237728161,0.05258447079883643,0.07288337696689784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,4,50,10,0.3,3,1,1,4469,-0.08537667397415226,0.23356114594543612,0.6889315935471408,0.3419109420452003,0.3421638981756613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,4,50,10,0.3,3,1,1,4469,-0.31524095627236365,0.0036968636472247385,0.24651728799132014,0.7739986574177669,0.5238195600029791,12006.84638408154,0.10911127255969467,0.13079731512656165,0.1298424340753919,0.18436141611339282,0.19579811776708406,0.018463961851416893,0.08410167827121746,0.023745886350945423,0.06192634316368207,0.061851574720613055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,4,50,10,0.3,3,1,1,4469,-0.31524095627236365,0.003696863647224718,0.6169287661942635,0.05034683374356679,0.07205409265321222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,5,5,10,0.3,3,1,1,4422,-0.07968998134342087,0.29671094554775335,0.7978620969147059,0.3242876526458616,0.32336364769394726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,5,5,10,0.3,3,1,1,4422,-0.33830516888853657,0.03809575800263763,0.33642750644062874,0.4445952057892356,0.33573127403435415,11792.393109618728,0.1496985578419402,0.13478774030979915,0.18380671820010056,0.16891143252172663,0.2172165930474754,3.212535014005602e-4,0.07183785672388614,5.31084656084656e-4,0.0010062830687830688,0.07188248012880366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,5,5,10,0.3,3,1,1,4422,-0.33830516888853657,0.03809575800263764,0.7107813875603611,0.04228855721393035,0.0759310439997416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,5,10,10,0.3,3,1,1,4422,-0.07968998134342087,0.29671094554775335,0.7978620969147059,0.3242876526458616,0.32336364769394726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,5,10,10,0.3,3,1,1,4422,-0.33228432269638714,0.04411660419478706,0.32880981609134224,0.4156490275893261,0.2524958351657431,11771.274017918196,0.0842061827061827,0.16512939837939838,0.31985420135420134,0.2465898545898546,0.17301828726828727,0.005805860805860806,0.001217948717948718,0.001978021978021978,7.155067155067155e-4,0.0014847374847374848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,5,10,10,0.3,3,1,1,4422,-0.33228432269638714,0.04411660419478707,0.7111295021935994,0.039122568973315244,0.07086592755233168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,5,25,10,0.3,3,1,1,4422,-0.07968998134342087,0.29671094554775335,0.7978620969147059,0.3242876526458616,0.32336364769394726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,5,25,10,0.3,3,1,1,4422,-0.3398293421955283,0.03657158469564589,0.3326965036691698,0.5488466757123474,0.35570644301362847,11733.570031685333,0.07421209869546455,0.17992950188620085,0.21941234798076512,0.12774587843649796,0.23416603046008247,0.03385366253981366,0.05500911627852894,0.05756627377222287,0.005696200278485916,0.012408889671937637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,5,25,10,0.3,3,1,1,4422,-0.3398293421955283,0.03657158469564591,0.7107013261079422,0.04568068747173225,0.08211218135465082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,5,50,10,0.3,3,1,1,4422,-0.07968998134342087,0.29671094554775335,0.7978620969147059,0.3242876526458616,0.32336364769394726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,5,50,10,0.3,3,1,1,4422,-0.3330554168069133,0.04334551008426091,0.33009295353553375,0.7137042062415196,0.5144332593532165,11743.161849415483,0.10670598211899218,0.18016179359421527,0.1508969187873195,0.17973303593202308,0.13605956785953086,0.06413696312724203,0.028309647490367754,0.04864651214121323,0.05676858368858001,0.04858099526051604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,5,50,10,0.3,3,1,1,4422,-0.3330554168069133,0.0433455100842609,0.7110820820192995,0.037765716870194484,0.0669557816507183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,6,5,10,0.3,3,1,1,4767,-0.1027136598077586,0.2934260613784356,0.8475580991859356,0.29158800083910213,0.31698812454839614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,6,5,10,0.3,3,1,1,4767,-0.34556033244967455,0.05057938873651958,0.4036404127869726,0.5093350115376547,0.30815412129479264,12525.849895665388,0.14759284547152193,0.2744292911609088,0.13681343370681606,0.22610461406784935,0.21038211951447244,2.0833333333333335e-4,7.438725490196078e-4,9.560185185185185e-4,0.0010787037037037037,0.0016907679738562091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,6,5,10,0.3,3,1,1,4767,-0.34556033244967455,0.0505793887365196,0.7552546942484297,0.054961191525068176,0.087953413147775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,6,10,10,0.3,3,1,1,4767,-0.1027136598077586,0.2934260613784356,0.8475580991859356,0.29158800083910213,0.31698812454839614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,6,10,10,0.3,3,1,1,4767,-0.34023961812199355,0.05590010306420057,0.40153519099929996,0.5074470316761066,0.30462656271707717,12487.632198291654,0.17224482736189392,0.2135554332506732,0.25574023710923866,0.1753615255143893,0.1758858829294201,0.0018897734532409454,0.0010090363068304244,6.607142857142857e-4,0.0017574112978524742,0.0018951584907467261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,6,10,10,0.3,3,1,1,4767,-0.34023961812199355,0.055900103064200596,0.7556296712953491,0.04006712817285504,0.06152181581351224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,6,25,10,0.3,3,1,1,4767,-0.1027136598077586,0.2934260613784356,0.8475580991859356,0.29158800083910213,0.31698812454839614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,6,25,10,0.3,3,1,1,4767,-0.34403075820594836,0.05210896298024577,0.39196829538677286,0.6114956996014265,0.3965240229168678,12478.090953361176,0.13656429355311803,0.1329534485382378,0.17915588554940612,0.1777971088628831,0.18239889236665752,0.018955831290707003,0.009457901739456952,0.061628479374954276,0.01061209107025088,0.09047606765432831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,6,25,10,0.3,3,1,1,4767,-0.34403075820594836,0.05210896298024579,0.7553586715211561,0.04405286343612335,0.06885649534808219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,6,50,10,0.3,3,1,1,4767,-0.1027136598077586,0.2934260613784356,0.8475580991859356,0.29158800083910213,0.31698812454839614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,6,50,10,0.3,3,1,1,4767,-0.3560825259344021,0.040057195251792035,0.37869686435061706,0.7092511013215859,0.4977318831714768,12447.988368041699,0.16540571914882365,0.1867211402928053,0.17874564873246687,0.11134568302522233,0.12811535748923747,0.07965430746949785,0.04353550781813125,0.02362078761970302,0.020344300196661984,0.06251154820745028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,6,50,10,0.3,3,1,1,4767,-0.3560825259344021,0.040057195251792056,0.7546230565724648,0.04489196559681141,0.06829087178809162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,7,5,10,0.3,3,1,1,4377,-0.06583126357336964,0.29017232187133957,0.7935846065830189,0.3692026502170436,0.342181380335719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,7,5,10,0.3,3,1,1,4377,-0.3282502717993306,0.027753313645378603,0.35162827146141096,0.43431574137537127,0.28578002123528956,11880.744012363299,0.1760325046685341,0.20418131419234362,0.13637319094304387,0.2714518557422969,0.136437324929972,0.004950980392156862,0.06806506769374417,7.5e-4,9.421296296296296e-4,8.15631808278867e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,7,5,10,0.3,3,1,1,4377,-0.3282502717993306,0.02775331364537863,0.7162010266164216,0.05917294950879598,0.08336177568828396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,7,10,10,0.3,3,1,1,4377,-0.06583126357336964,0.29017232187133957,0.7935846065830189,0.3692026502170436,0.342181380335719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,7,10,10,0.3,3,1,1,4377,-0.3234099135379988,0.03259367190671039,0.3417731624245216,0.43522960932145305,0.2858562100029515,11860.193159481543,0.16978333703333703,0.08835701335701336,0.261540515040515,0.19854189329189328,0.26385133385133386,0.002329059829059829,0.0053132978132978135,0.0022582695082695083,0.0033076368076368073,0.004717643467643468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,7,10,10,0.3,3,1,1,4377,-0.3234099135379988,0.0325936719067104,0.7164049215049264,0.05643134567055061,0.07706203601608613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,7,25,10,0.3,3,1,1,4377,-0.06583126357336964,0.29017232187133957,0.7935846065830189,0.3692026502170436,0.342181380335719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,7,25,10,0.3,3,1,1,4377,-0.3243181201501694,0.031685465294539805,0.3358843816404192,0.562257253826822,0.3555391714706069,11855.55874461193,0.21014818243307273,0.12347052854467772,0.280132467609084,0.1475996363005477,0.14216304947775535,0.023784507588783622,0.03097556774302691,0.01157850535062587,0.008748845969020286,0.02139870898340578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,7,25,10,0.3,3,1,1,4377,-0.3243181201501694,0.0316854652945398,0.7163641761136922,0.05026273703449852,0.07086686677202958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,7,50,10,0.3,3,1,1,4377,-0.06583126357336964,0.29017232187133957,0.7935846065830189,0.3692026502170436,0.342181380335719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,7,50,10,0.3,3,1,1,4377,-0.3228517272535969,0.033151858191112306,0.32947526529143,0.8124286040667124,0.6095742842387676,11857.878918932436,0.10670539040679847,0.11563493365368883,0.18913299209816004,0.12101116541310639,0.19249040457130634,0.04477422148708077,0.051007803082230775,0.03205659443145349,0.035436724688599264,0.11174977016757566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,7,50,10,0.3,3,1,1,4377,-0.3228517272535969,0.03315185819111231,0.7164305338339797,0.05140507196710076,0.07182837067256692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,8,5,10,0.3,3,1,1,4413,-0.039613328708714174,0.20425793550414426,0.5540617929599333,0.3625651484251076,0.332825728411009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,8,5,10,0.3,3,1,1,4413,-0.2196250088643943,0.02424625534846413,0.24512348430344139,0.5490595966462724,0.32458277613422853,12328.011324234772,0.15646431019960433,0.15524430104209516,0.3440385643767997,0.13453985638544463,0.20107158323702443,0.0015534188034188035,7.246642246642247e-4,3.2738095238095237e-4,0.005127136752136752,9.087840264310852e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,8,5,10,0.3,3,1,1,4413,-0.2196250088643943,0.024246255348464134,0.505408537207561,0.05211874008610922,0.06778694109344083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,8,10,10,0.3,3,1,1,4413,-0.039613328708714174,0.20425793550414426,0.5540617929599333,0.3625651484251076,0.332825728411009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
